dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
1;19/03/2020;1;0;0;0
1;20/03/2020;0;0;0;1
1;21/03/2020;3;0;0;0
1;22/03/2020;3;1;0;1
1;23/03/2020;14;1;0;5
1;24/03/2020;11;1;0;4
1;25/03/2020;13;2;0;5
1;26/03/2020;14;3;2;2
1;27/03/2020;14;2;0;0
1;28/03/2020;7;3;1;3
1;29/03/2020;11;3;3;3
1;30/03/2020;20;7;4;1
1;31/03/2020;20;0;1;9
1;01/04/2020;38;14;2;10
1;02/04/2020;34;7;2;19
1;03/04/2020;15;4;3;13
1;04/04/2020;25;8;5;9
1;05/04/2020;12;4;2;3
1;06/04/2020;11;3;1;6
1;07/04/2020;15;3;2;5
1;08/04/2020;19;8;4;9
1;09/04/2020;13;3;4;8
1;10/04/2020;17;2;5;8
1;11/04/2020;7;3;2;15
1;12/04/2020;4;2;0;4
1;13/04/2020;13;1;2;3
1;14/04/2020;14;1;2;5
1;15/04/2020;35;0;6;28
1;16/04/2020;16;1;0;3
1;17/04/2020;9;2;3;9
1;18/04/2020;31;3;5;5
1;19/04/2020;3;1;0;1
1;20/04/2020;4;2;2;3
1;21/04/2020;12;3;2;11
1;22/04/2020;13;1;4;15
1;23/04/2020;10;0;4;9
1;24/04/2020;7;1;1;5
1;25/04/2020;4;0;2;5
1;26/04/2020;4;0;0;1
1;27/04/2020;4;0;0;7
1;28/04/2020;4;0;3;4
1;29/04/2020;14;0;1;11
1;30/04/2020;8;2;1;8
1;01/05/2020;4;0;1;5
1;02/05/2020;1;1;0;0
1;03/05/2020;1;0;0;0
1;04/05/2020;2;0;0;2
1;05/05/2020;7;2;4;12
1;06/05/2020;8;0;0;14
1;07/05/2020;1;0;0;7
1;08/05/2020;1;0;0;2
1;09/05/2020;1;0;1;3
1;10/05/2020;3;0;0;1
1;11/05/2020;6;2;2;6
1;12/05/2020;4;1;0;2
1;13/05/2020;6;0;0;4
1;14/05/2020;4;0;0;4
1;15/05/2020;4;0;1;5
1;16/05/2020;1;0;1;2
1;17/05/2020;1;0;0;1
1;18/05/2020;1;0;0;5
1;19/05/2020;5;0;2;13
1;20/05/2020;2;0;0;6
1;21/05/2020;0;0;1;4
1;22/05/2020;0;0;1;1
1;23/05/2020;4;0;1;5
1;24/05/2020;0;0;0;0
1;25/05/2020;1;0;0;1
1;26/05/2020;2;0;0;10
1;27/05/2020;0;0;0;1
1;28/05/2020;0;0;0;7
1;29/05/2020;0;0;0;0
1;30/05/2020;2;0;0;9
1;31/05/2020;0;0;0;0
1;01/06/2020;0;0;0;0
1;02/06/2020;1;0;0;2
1;03/06/2020;2;0;1;7
1;04/06/2020;4;0;1;1
1;05/06/2020;0;0;0;1
1;06/06/2020;0;0;1;6
1;07/06/2020;0;0;0;0
1;08/06/2020;3;1;2;1
1;09/06/2020;0;0;0;2
1;10/06/2020;1;0;0;1
1;11/06/2020;0;0;0;5
1;12/06/2020;0;0;1;2
1;13/06/2020;0;0;0;0
1;14/06/2020;0;0;0;0
1;15/06/2020;0;0;0;1
1;16/06/2020;2;0;0;0
1;17/06/2020;1;0;1;2
1;18/06/2020;0;0;0;0
1;19/06/2020;0;0;0;0
1;20/06/2020;0;0;0;2
1;21/06/2020;0;0;0;0
1;22/06/2020;0;0;0;0
1;23/06/2020;0;0;1;0
1;24/06/2020;1;0;0;3
1;25/06/2020;2;0;0;5
1;26/06/2020;0;0;0;0
1;27/06/2020;0;0;0;4
1;28/06/2020;0;0;0;0
1;29/06/2020;0;0;0;3
1;30/06/2020;0;0;0;0
1;01/07/2020;0;0;0;0
1;02/07/2020;0;0;0;0
1;03/07/2020;1;1;1;0
1;04/07/2020;0;0;0;2
1;05/07/2020;0;0;0;1
1;06/07/2020;1;0;0;0
1;07/07/2020;0;1;0;1
1;08/07/2020;0;0;1;2
1;09/07/2020;0;0;0;0
1;10/07/2020;1;0;0;0
1;11/07/2020;0;0;0;0
1;12/07/2020;0;0;0;0
1;13/07/2020;0;0;0;0
1;14/07/2020;0;0;0;0
1;15/07/2020;0;0;0;0
1;16/07/2020;0;0;0;1
1;17/07/2020;0;0;0;1
1;18/07/2020;0;0;0;0
1;19/07/2020;0;0;0;0
1;20/07/2020;1;0;0;0
1;21/07/2020;1;0;0;0
1;22/07/2020;1;0;0;3
1;23/07/2020;0;0;0;6
1;24/07/2020;1;0;0;7
1;25/07/2020;0;0;0;1
1;26/07/2020;0;0;0;0
1;27/07/2020;0;0;0;1
1;28/07/2020;0;0;0;0
1;29/07/2020;0;0;0;0
1;30/07/2020;0;0;0;1
1;31/07/2020;0;0;0;0
1;01/08/2020;0;0;0;0
1;02/08/2020;0;0;0;0
1;03/08/2020;0;0;0;1
1;04/08/2020;0;0;0;1
1;05/08/2020;0;0;0;0
1;06/08/2020;0;0;0;0
1;07/08/2020;2;0;0;2
1;08/08/2020;0;0;0;0
1;09/08/2020;0;0;0;0
1;10/08/2020;2;0;0;1
1;11/08/2020;0;0;0;0
1;12/08/2020;0;0;0;0
1;13/08/2020;0;0;0;0
1;14/08/2020;0;0;0;0
1;15/08/2020;0;0;0;0
1;16/08/2020;0;0;0;0
1;17/08/2020;0;0;0;0
1;18/08/2020;0;0;0;1
1;19/08/2020;0;0;0;0
1;20/08/2020;2;0;0;4
1;21/08/2020;0;0;0;0
1;22/08/2020;0;0;0;0
1;23/08/2020;0;0;0;0
1;24/08/2020;0;0;0;0
1;25/08/2020;1;0;0;0
1;26/08/2020;0;0;0;1
1;27/08/2020;1;0;0;0
1;28/08/2020;1;0;0;0
1;29/08/2020;0;0;0;0
1;30/08/2020;0;0;0;0
1;31/08/2020;0;0;0;0
1;01/09/2020;0;0;1;0
1;02/09/2020;1;0;0;0
1;03/09/2020;0;0;1;0
1;04/09/2020;1;0;0;0
1;05/09/2020;0;0;0;1
1;06/09/2020;0;0;0;0
1;07/09/2020;0;0;0;0
1;08/09/2020;7;0;2;1
1;09/09/2020;0;0;0;1
1;10/09/2020;0;0;0;0
1;11/09/2020;1;0;0;1
1;12/09/2020;2;0;0;1
1;13/09/2020;0;0;0;0
1;14/09/2020;0;0;0;0
1;15/09/2020;8;1;1;2
1;16/09/2020;1;0;0;0
1;17/09/2020;1;0;0;2
1;18/09/2020;0;0;0;0
1;19/09/2020;0;0;0;0
1;20/09/2020;0;0;0;0
1;21/09/2020;7;1;0;8
1;22/09/2020;2;0;0;2
1;23/09/2020;2;1;0;0
1;24/09/2020;11;1;0;3
1;25/09/2020;2;3;0;1
1;26/09/2020;3;0;0;3
1;27/09/2020;0;0;0;0
1;28/09/2020;3;0;0;1
1;29/09/2020;5;1;0;6
1;30/09/2020;2;1;0;5
1;01/10/2020;2;0;3;9
1;02/10/2020;2;1;0;3
1;03/10/2020;3;1;0;0
1;04/10/2020;6;0;0;3
1;05/10/2020;1;0;0;2
1;06/10/2020;2;0;0;1
1;07/10/2020;2;0;0;4
1;08/10/2020;6;3;0;1
1;09/10/2020;2;1;0;1
1;10/10/2020;5;1;1;2
1;11/10/2020;2;0;0;0
1;12/10/2020;5;1;1;3
1;13/10/2020;6;1;0;5
1;14/10/2020;2;0;1;1
1;15/10/2020;9;0;1;8
1;16/10/2020;15;0;2;5
1;17/10/2020;10;0;0;1
1;18/10/2020;5;1;0;1
1;19/10/2020;40;2;0;9
1;20/10/2020;33;2;2;18
1;21/10/2020;12;1;0;4
1;22/10/2020;28;1;1;5
1;23/10/2020;35;1;2;7
1;24/10/2020;17;2;2;7
1;25/10/2020;1;0;1;3
1;26/10/2020;54;6;1;19
1;27/10/2020;21;3;5;11
1;28/10/2020;31;2;2;9
1;29/10/2020;18;1;1;6
1;30/10/2020;31;6;2;13
1;31/10/2020;37;5;6;22
1;01/11/2020;15;0;1;5
1;02/11/2020;30;1;3;6
1;03/11/2020;66;7;7;20
1;04/11/2020;41;6;6;9
1;05/11/2020;57;8;11;37
1;06/11/2020;48;4;2;15
1;07/11/2020;19;4;4;36
1;08/11/2020;13;0;1;5
1;09/11/2020;38;0;8;18
1;10/11/2020;64;5;8;42
1;11/11/2020;26;5;0;10
1;12/11/2020;41;5;5;17
1;13/11/2020;37;0;10;28
1;14/11/2020;35;2;9;45
1;15/11/2020;8;0;1;5
1;16/11/2020;24;0;10;6
1;17/11/2020;40;1;6;31
1;18/11/2020;26;4;3;19
1;19/11/2020;40;3;10;40
1;20/11/2020;31;2;5;11
1;21/11/2020;19;3;3;14
1;22/11/2020;4;0;2;4
1;23/11/2020;16;0;1;5
1;24/11/2020;19;2;11;38
1;25/11/2020;18;2;6;11
1;26/11/2020;24;6;4;28
1;27/11/2020;12;3;9;28
1;28/11/2020;1;0;0;3
1;29/11/2020;7;0;5;5
1;30/11/2020;15;1;5;11
1;01/12/2020;8;1;1;4
1;02/12/2020;7;0;0;2
1;03/12/2020;11;2;6;25
1;04/12/2020;25;3;4;19
1;05/12/2020;5;2;11;22
1;06/12/2020;4;0;1;1
1;07/12/2020;18;2;9;10
1;08/12/2020;15;3;1;6
1;09/12/2020;9;2;4;18
1;10/12/2020;7;0;2;9
1;11/12/2020;9;2;1;5
1;12/12/2020;3;1;3;13
1;13/12/2020;6;0;0;8
1;14/12/2020;15;0;1;7
1;15/12/2020;5;5;4;20
1;16/12/2020;8;2;1;6
1;17/12/2020;12;0;1;8
1;18/12/2020;9;1;2;13
1;19/12/2020;5;1;4;9
1;20/12/2020;0;0;0;0
1;21/12/2020;18;2;4;14
1;22/12/2020;14;1;6;20
1;23/12/2020;7;1;2;4
1;24/12/2020;8;0;3;17
1;25/12/2020;3;0;4;44
1;26/12/2020;2;0;0;0
1;27/12/2020;1;0;0;0
1;28/12/2020;10;0;6;13
1;29/12/2020;4;1;2;4
1;30/12/2020;4;0;1;3
1;31/12/2020;12;1;1;4
1;01/01/2021;1;1;0;3
1;02/01/2021;2;0;0;1
1;03/01/2021;3;0;1;1
1;04/01/2021;10;3;1;8
1;05/01/2021;5;0;0;12
1;06/01/2021;8;1;2;1
1;07/01/2021;24;4;6;13
1;08/01/2021;10;3;2;3
1;09/01/2021;5;1;2;8
1;10/01/2021;0;0;0;0
1;11/01/2021;12;0;3;10
1;12/01/2021;22;2;2;3
1;13/01/2021;17;0;1;22
1;14/01/2021;19;0;11;33
1;15/01/2021;17;9;5;42
1;16/01/2021;19;1;2;30
1;17/01/2021;1;0;0;0
1;18/01/2021;36;2;1;5
1;19/01/2021;21;2;8;11
1;20/01/2021;15;2;1;5
1;21/01/2021;3;3;0;2
1;22/01/2021;28;5;8;19
1;23/01/2021;7;1;0;3
1;24/01/2021;2;0;0;0
1;25/01/2021;16;4;3;6
1;26/01/2021;16;3;7;17
1;27/01/2021;38;2;7;21
1;28/01/2021;9;1;0;8
1;29/01/2021;11;2;3;8
1;30/01/2021;11;2;1;4
1;31/01/2021;0;0;0;0
1;01/02/2021;22;4;5;32
1;02/02/2021;12;0;4;20
1;03/02/2021;12;1;2;29
1;04/02/2021;12;3;1;0
1;05/02/2021;9;0;4;16
1;06/02/2021;9;3;2;7
1;07/02/2021;0;0;0;0
1;08/02/2021;19;0;5;10
1;09/02/2021;19;3;6;11
1;10/02/2021;13;4;2;30
1;11/02/2021;26;3;9;30
1;12/02/2021;12;2;3;20
1;13/02/2021;2;1;0;3
1;14/02/2021;7;0;0;2
1;15/02/2021;8;0;2;12
1;16/02/2021;27;4;2;8
1;17/02/2021;6;2;4;6
1;18/02/2021;9;4;0;9
1;19/02/2021;11;2;0;10
1;20/02/2021;6;0;2;6
1;21/02/2021;0;0;0;0
1;22/02/2021;7;0;1;4
1;23/02/2021;15;3;3;10
1;24/02/2021;20;3;1;15
1;25/02/2021;10;5;0;5
1;26/02/2021;16;6;2;8
1;27/02/2021;0;0;0;7
1;28/02/2021;0;0;0;0
1;01/03/2021;10;2;1;13
1;02/03/2021;7;2;3;13
1;03/03/2021;5;0;0;10
1;04/03/2021;19;2;5;21
1;05/03/2021;20;1;3;13
1;06/03/2021;3;1;3;10
1;07/03/2021;0;0;0;0
1;08/03/2021;7;2;5;11
1;09/03/2021;22;6;5;12
1;10/03/2021;11;0;0;9
1;11/03/2021;6;1;5;14
1;12/03/2021;11;4;1;5
1;13/03/2021;3;4;0;9
1;14/03/2021;0;0;0;0
1;15/03/2021;11;2;0;13
1;16/03/2021;14;2;5;11
1;17/03/2021;8;2;1;8
1;18/03/2021;8;1;1;7
1;19/03/2021;3;0;2;10
1;20/03/2021;9;3;1;5
1;21/03/2021;0;0;0;0
1;22/03/2021;14;2;1;4
1;23/03/2021;9;5;1;12
1;24/03/2021;12;1;2;15
1;25/03/2021;4;0;3;7
1;26/03/2021;4;4;3;15
1;27/03/2021;1;2;1;4
1;28/03/2021;0;0;0;0
1;29/03/2021;4;1;1;3
1;30/03/2021;23;7;0;15
1;31/03/2021;9;0;2;6
1;01/04/2021;4;2;1;4
1;02/04/2021;17;10;3;9
1;03/04/2021;4;0;0;8
1;04/04/2021;0;0;0;0
1;05/04/2021;4;0;1;1
1;06/04/2021;21;6;0;10
1;07/04/2021;38;6;3;10
1;08/04/2021;10;1;1;5
1;09/04/2021;10;4;3;16
1;10/04/2021;4;1;1;6
1;11/04/2021;0;0;0;0
1;12/04/2021;21;1;0;9
1;13/04/2021;15;4;2;30
1;14/04/2021;14;6;0;12
1;15/04/2021;24;6;0;13
1;16/04/2021;10;2;0;10
1;17/04/2021;3;3;1;8
1;18/04/2021;0;0;0;0
1;19/04/2021;25;2;2;21
1;20/04/2021;23;10;0;18
1;21/04/2021;13;5;1;12
1;22/04/2021;5;1;1;20
1;23/04/2021;10;0;1;4
1;24/04/2021;5;0;0;4
1;25/04/2021;0;0;0;0
1;26/04/2021;29;2;1;11
1;27/04/2021;9;5;0;6
1;28/04/2021;9;2;5;17
1;29/04/2021;5;3;3;6
1;30/04/2021;4;2;0;1
1;01/05/2021;4;0;2;12
1;02/05/2021;1;0;0;4
1;03/05/2021;15;2;0;7
1;04/05/2021;2;0;2;24
1;05/05/2021;23;0;1;13
1;06/05/2021;6;0;1;4
1;07/05/2021;7;1;0;7
1;08/05/2021;8;2;0;4
1;09/05/2021;0;0;0;0
1;10/05/2021;0;0;2;5
1;11/05/2021;3;0;2;5
1;12/05/2021;3;0;1;7
1;13/05/2021;1;0;2;14
1;14/05/2021;7;2;1;9
1;15/05/2021;1;1;0;13
1;16/05/2021;0;0;0;0
1;17/05/2021;7;2;1;6
1;18/05/2021;0;0;1;6
1;19/05/2021;4;0;0;3
1;20/05/2021;0;0;2;1
1;21/05/2021;4;0;1;4
1;22/05/2021;0;0;1;4
1;23/05/2021;1;0;0;0
1;24/05/2021;0;0;0;0
1;25/05/2021;4;0;5;5
1;26/05/2021;7;2;0;5
1;27/05/2021;0;0;0;4
1;28/05/2021;7;4;2;7
1;29/05/2021;2;0;1;5
1;30/05/2021;0;0;0;0
1;31/05/2021;0;0;0;1
1;01/06/2021;4;3;3;12
1;02/06/2021;1;0;0;3
1;03/06/2021;3;3;0;4
1;04/06/2021;0;0;0;3
1;05/06/2021;1;1;0;2
1;06/06/2021;0;0;0;0
1;07/06/2021;0;0;0;2
1;08/06/2021;1;0;0;1
1;09/06/2021;0;0;0;1
1;10/06/2021;4;1;0;1
1;11/06/2021;2;0;2;4
1;12/06/2021;0;0;0;4
1;13/06/2021;0;0;0;0
1;14/06/2021;5;1;0;1
1;15/06/2021;1;0;0;10
1;16/06/2021;0;0;0;0
1;17/06/2021;0;0;0;12
1;18/06/2021;2;2;0;1
1;19/06/2021;0;0;0;1
1;20/06/2021;0;0;0;0
1;21/06/2021;0;0;0;1
1;22/06/2021;1;1;1;3
1;23/06/2021;0;0;0;4
1;24/06/2021;1;1;0;1
1;25/06/2021;2;0;0;1
1;26/06/2021;0;0;0;14
1;27/06/2021;0;0;0;0
1;28/06/2021;2;1;1;1
1;29/06/2021;0;0;1;3
1;30/06/2021;0;0;0;0
1;01/07/2021;0;0;0;0
1;02/07/2021;0;0;1;0
1;03/07/2021;0;0;0;0
1;04/07/2021;0;0;0;0
1;05/07/2021;0;0;0;0
1;06/07/2021;1;0;0;2
1;07/07/2021;0;0;0;1
1;08/07/2021;0;0;0;1
1;09/07/2021;1;0;0;2
1;10/07/2021;4;1;0;3
1;11/07/2021;0;0;0;0
1;12/07/2021;0;0;0;0
1;13/07/2021;11;1;0;13
1;14/07/2021;0;0;0;0
1;15/07/2021;1;1;0;1
1;16/07/2021;0;0;0;3
1;17/07/2021;0;0;0;0
1;18/07/2021;0;0;0;0
1;19/07/2021;0;0;0;3
1;20/07/2021;1;1;0;1
1;21/07/2021;0;0;0;0
1;22/07/2021;0;0;0;0
1;23/07/2021;2;0;0;0
1;24/07/2021;0;0;0;0
1;25/07/2021;0;0;0;0
1;26/07/2021;4;0;0;1
1;27/07/2021;0;0;0;4
1;28/07/2021;1;0;0;1
1;29/07/2021;2;1;0;2
1;30/07/2021;2;2;1;1
1;31/07/2021;0;0;0;1
1;01/08/2021;0;0;0;0
1;02/08/2021;1;0;0;0
1;03/08/2021;12;2;0;1
1;04/08/2021;0;1;0;1
1;05/08/2021;3;0;0;3
1;06/08/2021;5;0;0;2
1;07/08/2021;1;0;0;1
1;08/08/2021;0;0;0;0
1;09/08/2021;5;3;0;0
1;10/08/2021;3;0;0;0
1;11/08/2021;3;2;1;5
1;12/08/2021;2;0;0;0
1;13/08/2021;10;2;0;5
1;14/08/2021;0;0;0;3
1;15/08/2021;0;0;0;0
1;16/08/2021;0;2;0;1
1;17/08/2021;7;0;0;5
1;18/08/2021;4;3;1;0
1;19/08/2021;0;0;0;4
1;20/08/2021;2;0;0;0
1;21/08/2021;15;1;1;3
1;22/08/2021;8;0;0;0
1;23/08/2021;0;0;0;3
1;24/08/2021;7;1;0;8
1;25/08/2021;7;0;0;5
1;26/08/2021;2;1;0;1
1;27/08/2021;3;1;0;7
1;28/08/2021;5;2;3;5
1;29/08/2021;0;0;0;0
1;30/08/2021;0;0;0;7
1;31/08/2021;1;0;0;4
1;01/09/2021;0;0;0;0
1;02/09/2021;2;1;2;1
1;03/09/2021;2;0;0;4
1;04/09/2021;0;0;0;0
1;05/09/2021;0;0;0;0
1;06/09/2021;0;0;0;1
1;07/09/2021;5;1;0;2
1;08/09/2021;0;0;0;1
1;09/09/2021;4;1;0;5
1;10/09/2021;2;1;0;2
1;11/09/2021;0;0;0;2
1;12/09/2021;0;0;0;0
1;13/09/2021;3;2;0;5
1;14/09/2021;1;0;0;1
1;15/09/2021;2;0;2;0
1;16/09/2021;1;0;0;0
1;17/09/2021;3;0;0;3
1;18/09/2021;0;1;0;1
1;19/09/2021;0;0;0;0
1;20/09/2021;5;1;1;1
1;21/09/2021;5;2;3;5
1;22/09/2021;1;1;2;1
1;23/09/2021;0;0;0;1
1;24/09/2021;2;0;0;1
1;25/09/2021;1;0;0;1
1;26/09/2021;0;0;0;0
1;27/09/2021;0;0;0;0
1;28/09/2021;2;1;0;5
1;29/09/2021;1;0;0;0
1;30/09/2021;0;0;0;0
1;01/10/2021;0;0;0;1
1;02/10/2021;0;0;0;0
1;03/10/2021;0;0;0;0
1;04/10/2021;0;0;0;0
1;05/10/2021;1;0;2;4
1;06/10/2021;0;0;1;3
1;07/10/2021;1;0;0;0
1;08/10/2021;1;0;0;0
1;09/10/2021;0;0;0;1
1;10/10/2021;0;0;0;0
1;11/10/2021;1;0;0;0
1;12/10/2021;1;1;1;2
1;13/10/2021;0;0;0;0
1;14/10/2021;0;0;0;0
1;15/10/2021;0;0;0;0
1;16/10/2021;0;0;0;1
1;17/10/2021;0;0;0;0
1;18/10/2021;0;0;0;0
1;19/10/2021;1;1;1;0
1;20/10/2021;0;0;0;2
1;21/10/2021;0;0;0;0
1;22/10/2021;1;1;0;0
1;23/10/2021;1;0;0;1
1;24/10/2021;0;0;0;0
1;25/10/2021;0;0;0;0
1;26/10/2021;2;1;0;0
1;27/10/2021;0;0;0;0
1;28/10/2021;4;0;0;2
1;29/10/2021;2;0;0;1
1;30/10/2021;0;0;0;0
1;31/10/2021;0;0;0;0
1;01/11/2021;0;0;0;0
1;02/11/2021;0;0;1;1
1;03/11/2021;0;0;0;0
1;04/11/2021;0;0;0;0
1;05/11/2021;0;0;0;0
1;06/11/2021;0;0;0;0
1;07/11/2021;0;0;0;0
1;08/11/2021;0;0;0;0
1;09/11/2021;0;0;0;1
1;10/11/2021;2;1;0;5
1;11/11/2021;0;0;0;0
1;12/11/2021;0;0;0;0
1;13/11/2021;0;0;0;0
2;19/03/2020;38;8;10;15
2;20/03/2020;10;3;3;9
2;21/03/2020;30;4;1;9
2;22/03/2020;13;1;3;8
2;23/03/2020;27;1;2;5
2;24/03/2020;46;4;3;23
2;25/03/2020;15;5;1;8
2;26/03/2020;23;4;2;10
2;27/03/2020;16;3;1;5
2;28/03/2020;26;2;4;13
2;29/03/2020;5;1;1;1
2;30/03/2020;9;4;2;3
2;31/03/2020;58;6;7;41
2;01/04/2020;41;4;8;13
2;02/04/2020;58;1;8;27
2;03/04/2020;59;5;18;16
2;04/04/2020;42;4;10;19
2;05/04/2020;7;0;6;2
2;06/04/2020;14;1;6;7
2;07/04/2020;67;3;9;31
2;08/04/2020;23;5;4;13
2;09/04/2020;39;4;9;20
2;10/04/2020;32;7;8;14
2;11/04/2020;25;0;4;22
2;12/04/2020;8;1;2;2
2;13/04/2020;9;0;5;1
2;14/04/2020;9;2;5;16
2;15/04/2020;28;4;3;25
2;16/04/2020;13;1;4;14
2;17/04/2020;18;1;6;12
2;18/04/2020;13;0;3;10
2;19/04/2020;8;1;1;1
2;20/04/2020;106;7;6;70
2;21/04/2020;93;1;13;90
2;22/04/2020;29;1;5;39
2;23/04/2020;24;1;1;20
2;24/04/2020;25;1;3;14
2;25/04/2020;10;0;4;12
2;26/04/2020;12;0;3;0
2;27/04/2020;4;0;2;8
2;28/04/2020;29;3;5;20
2;29/04/2020;16;4;5;18
2;30/04/2020;16;1;1;17
2;01/05/2020;6;0;2;11
2;02/05/2020;7;0;0;3
2;03/05/2020;1;0;4;0
2;04/05/2020;11;0;5;8
2;05/05/2020;20;0;3;25
2;06/05/2020;20;1;1;18
2;07/05/2020;29;4;2;45
2;08/05/2020;21;2;2;28
2;09/05/2020;0;0;1;0
2;10/05/2020;2;1;2;1
2;11/05/2020;14;2;4;9
2;12/05/2020;7;0;4;21
2;13/05/2020;13;0;3;25
2;14/05/2020;12;1;0;32
2;15/05/2020;5;0;2;7
2;16/05/2020;12;0;2;5
2;17/05/2020;3;0;3;0
2;18/05/2020;9;0;1;5
2;19/05/2020;3;1;0;7
2;20/05/2020;6;0;2;6
2;21/05/2020;1;0;0;5
2;22/05/2020;2;0;0;4
2;23/05/2020;1;0;3;3
2;24/05/2020;1;0;0;0
2;25/05/2020;5;0;2;16
2;26/05/2020;18;2;1;7
2;27/05/2020;2;0;1;10
2;28/05/2020;8;2;2;5
2;29/05/2020;6;1;2;7
2;30/05/2020;3;0;0;2
2;31/05/2020;0;0;1;0
2;01/06/2020;0;0;1;1
2;02/06/2020;2;1;1;1
2;03/06/2020;5;0;0;9
2;04/06/2020;3;2;1;3
2;05/06/2020;3;1;0;6
2;06/06/2020;1;0;0;0
2;07/06/2020;1;0;0;1
2;08/06/2020;4;0;3;6
2;09/06/2020;3;0;0;7
2;10/06/2020;1;0;0;6
2;11/06/2020;0;0;0;2
2;12/06/2020;4;1;0;7
2;13/06/2020;0;0;0;1
2;14/06/2020;0;0;0;0
2;15/06/2020;1;0;0;4
2;16/06/2020;6;0;2;3
2;17/06/2020;0;0;0;1
2;18/06/2020;4;0;0;11
2;19/06/2020;0;0;0;1
2;20/06/2020;2;0;0;3
2;21/06/2020;5;0;0;0
2;22/06/2020;0;0;0;2
2;23/06/2020;3;0;0;4
2;24/06/2020;0;0;1;2
2;25/06/2020;2;0;1;5
2;26/06/2020;0;0;0;5
2;27/06/2020;0;0;0;2
2;28/06/2020;0;0;0;1
2;29/06/2020;1;0;0;1
2;30/06/2020;0;0;0;1
2;01/07/2020;2;0;0;1
2;02/07/2020;1;0;0;0
2;03/07/2020;0;0;0;0
2;04/07/2020;1;0;0;3
2;05/07/2020;0;0;0;0
2;06/07/2020;0;0;0;2
2;07/07/2020;4;0;2;10
2;08/07/2020;1;1;0;18
2;09/07/2020;2;0;0;4
2;10/07/2020;0;0;0;2
2;11/07/2020;1;0;1;2
2;12/07/2020;0;0;0;0
2;13/07/2020;0;1;0;0
2;14/07/2020;0;0;0;0
2;15/07/2020;2;0;0;1
2;16/07/2020;1;0;0;3
2;17/07/2020;4;0;0;3
2;18/07/2020;1;0;0;1
2;19/07/2020;0;0;0;0
2;20/07/2020;1;0;1;4
2;21/07/2020;0;0;1;0
2;22/07/2020;2;0;0;1
2;23/07/2020;0;0;0;1
2;24/07/2020;1;0;0;1
2;25/07/2020;0;0;0;1
2;26/07/2020;1;0;0;0
2;27/07/2020;0;0;0;1
2;28/07/2020;0;0;0;2
2;29/07/2020;2;2;0;3
2;30/07/2020;0;0;1;6
2;31/07/2020;3;0;0;2
2;01/08/2020;0;0;0;0
2;02/08/2020;1;1;0;0
2;03/08/2020;0;0;1;1
2;04/08/2020;0;0;0;0
2;05/08/2020;2;0;0;0
2;06/08/2020;2;0;0;3
2;07/08/2020;0;0;0;1
2;08/08/2020;2;3;0;0
2;09/08/2020;0;0;0;0
2;10/08/2020;2;1;0;0
2;11/08/2020;4;1;1;0
2;12/08/2020;1;0;0;0
2;13/08/2020;3;0;1;0
2;14/08/2020;1;0;1;1
2;15/08/2020;6;1;1;0
2;16/08/2020;0;0;0;0
2;17/08/2020;1;0;0;0
2;18/08/2020;1;0;1;6
2;19/08/2020;1;1;0;3
2;20/08/2020;1;1;1;1
2;21/08/2020;1;0;0;6
2;22/08/2020;1;0;0;1
2;23/08/2020;0;0;0;0
2;24/08/2020;0;0;0;1
2;25/08/2020;2;0;0;4
2;26/08/2020;1;0;0;0
2;27/08/2020;0;0;0;3
2;28/08/2020;3;0;2;2
2;29/08/2020;1;0;0;0
2;30/08/2020;1;0;0;1
2;31/08/2020;0;0;0;2
2;01/09/2020;1;0;0;1
2;02/09/2020;0;0;0;0
2;03/09/2020;1;0;0;3
2;04/09/2020;0;0;0;1
2;05/09/2020;1;0;0;0
2;06/09/2020;2;0;0;0
2;07/09/2020;0;0;0;0
2;08/09/2020;2;1;0;0
2;09/09/2020;3;0;0;1
2;10/09/2020;0;0;0;1
2;11/09/2020;0;0;0;3
2;12/09/2020;0;0;0;0
2;13/09/2020;0;0;0;0
2;14/09/2020;3;0;0;2
2;15/09/2020;2;1;0;0
2;16/09/2020;0;0;0;1
2;17/09/2020;3;0;0;2
2;18/09/2020;0;0;1;0
2;19/09/2020;4;1;0;2
2;20/09/2020;1;0;0;0
2;21/09/2020;6;1;0;0
2;22/09/2020;1;0;0;1
2;23/09/2020;5;1;0;6
2;24/09/2020;1;0;0;3
2;25/09/2020;0;0;0;2
2;26/09/2020;3;2;1;5
2;27/09/2020;3;0;0;0
2;28/09/2020;8;2;0;0
2;29/09/2020;4;0;0;4
2;30/09/2020;3;1;0;3
2;01/10/2020;3;1;0;6
2;02/10/2020;4;0;0;2
2;03/10/2020;3;0;0;4
2;04/10/2020;0;0;0;0
2;05/10/2020;3;0;0;2
2;06/10/2020;0;0;0;4
2;07/10/2020;5;0;0;0
2;08/10/2020;1;0;0;2
2;09/10/2020;2;1;0;1
2;10/10/2020;8;1;1;9
2;11/10/2020;4;0;0;0
2;12/10/2020;2;1;0;1
2;13/10/2020;9;1;4;5
2;14/10/2020;9;1;0;2
2;15/10/2020;9;2;1;4
2;16/10/2020;11;4;0;4
2;17/10/2020;0;0;0;5
2;18/10/2020;16;2;0;1
2;19/10/2020;6;0;1;2
2;20/10/2020;8;1;0;3
